"carnet"|"trunc"|"?column?"
"LE09005"|2|"2008-08-17 16:23:47.613831"
"FM09007"|1|"2011-03-20 09:07:56.400186"
"MZ07003"|3|"2011-12-05 06:22:54.420296"
"OR04018"|3|"2008-08-22 09:56:04.254004"
"FJ06003"|2|"2008-02-20 00:44:23.121815"
"RM04023"|1|"2009-11-20 18:39:14.291536"
"AC01025"|3|"2009-05-07 10:03:11.416798"
"MA13026"|1|"2006-12-24 02:27:01.055423"
"OM11033"|3|"2008-07-21 06:05:55.954688"
"CM08086"|2|"2008-09-16 16:45:42.138288"
"AL08020"|1|"2011-02-26 00:06:43.050164"
"CG07077"|3|"2011-07-30 12:11:53.827573"
"MP03018"|1|"2008-11-14 15:32:16.987543"
"MR10106"|1|"2012-04-26 15:19:56.84038"
"CM93110"|2|"2012-02-07 00:47:42.982553"
"GS00003"|3|"2012-02-13 15:24:00.881476"
"RF08023"|1|"2010-10-09 13:26:16.863062"
"RM04066"|1|"2006-03-12 04:17:53.236488"
"ZG02004"|3|"2013-10-29 22:16:27.448658"
"AA07023"|2|"2013-07-02 04:15:44.237743"
"MO04025"|3|"2010-06-11 11:31:15.84692"
"AO08014"|3|"2008-12-03 04:55:15.502418"
"SJ09003"|3|"2006-11-01 09:07:04.730943"
"MM09105"|2|"2010-10-28 11:04:29.883895"
"MR10104"|1|"2008-07-02 20:16:03.268576"
"SM02043"|1|"2008-03-06 16:36:11.584543"
"QQ04003"|2|"2008-12-31 22:32:45.50905"
"VC04011"|3|"2010-10-21 06:01:20.998186"
"QM97001"|1|"2006-07-16 02:56:21.030487"
"EL05008"|2|"2011-08-25 19:27:17.56863"
"HT98005"|1|"2011-06-23 11:07:08.274211"
"AR05057"|2|"2012-10-06 10:11:12.168516"
"PM04084"|2|"2011-09-02 18:29:39.107309"
"MZ09015"|1|"2009-12-20 03:04:53.539831"
"VB02010"|1|"2010-01-01 04:59:20.182608"
"ML10088"|1|"2010-06-23 05:23:57.670114"
"MJ12010"|3|"2013-06-20 16:25:46.718701"
"CT97009"|2|"2006-06-29 00:16:35.389716"
"ME06037"|3|"2009-04-09 12:52:24.150753"
"MV06005"|1|"2009-07-03 19:02:27.47518"
"ML10087"|3|"2006-10-20 14:48:16.131813"
"VM06005"|2|"2011-05-15 23:10:47.892734"
"OV05002"|1|"2010-12-17 11:13:51.232922"
"RS02021"|2|"2008-02-05 16:27:07.386707"
"PL15008"|1|"2007-03-02 00:38:15.841423"
"SV12018"|3|"2009-11-02 03:09:35.361243"
"LZ15009"|1|"2009-11-28 04:29:03.389883"
"FF12023"|2|"2006-08-08 17:21:43.41982"
"DM11015"|2|"2011-06-22 12:46:08.853566"
"LV04007"|1|"2006-11-06 18:37:57.334969"
"MT07022"|2|"2006-11-23 18:48:57.448594"
"CG10093"|2|"2007-03-04 11:13:46.287693"
"BP07004"|2|"2006-08-10 07:11:11.06703"
"FM02030"|3|"2012-09-12 08:06:16.115461"
"AR05077"|1|"2013-09-13 17:44:51.649243"
"RE01008"|2|"2008-02-19 01:54:15.120656"
"MR96008"|2|"2013-11-26 02:11:57.173857"
"EA13028"|3|"2012-04-24 03:36:30.433838"
"GC13095"|1|"2013-03-09 14:55:27.333914"
"MV06005"|2|"2007-05-22 16:56:11.521081"
"GC04001"|2|"2007-06-14 23:45:09.478484"
"HC02037"|2|"2008-09-30 01:14:47.11969"
"ZM03002"|2|"2012-07-09 18:48:43.331709"
"GB13035"|3|"2006-02-02 21:51:58.974825"
"GS08033"|2|"2012-01-31 21:00:16.800626"
"ZL09001"|3|"2008-10-08 13:38:16.289768"
"NA08003"|2|"2009-03-29 14:51:12.409903"
"AA08115"|2|"2006-05-19 01:10:22.509126"
"VG01019"|1|"2010-04-22 12:23:07.723536"
"MM13083"|2|"2009-05-09 02:15:02.942108"
"FM07024"|3|"2006-05-14 22:16:57.396956"
"MH99034"|3|"2009-01-19 11:34:08.197728"
"VM09023"|2|"2011-05-29 05:58:54.75195"
"ZF07002"|1|"2013-01-24 02:24:50.929595"
"MN04006"|2|"2008-10-14 07:03:15.219095"
"CC10199"|3|"2011-05-27 13:18:25.805931"
"PC06029"|1|"2013-01-06 16:12:53.649603"
"PP99002"|1|"2012-08-18 12:52:41.97621"
"MC09092"|2|"2010-05-18 00:34:45.975797"
"RF07014"|1|"2008-05-06 08:21:06.410273"
"CJ07001"|3|"2010-04-03 10:14:08.261255"
"HV06001"|3|"2011-10-06 20:02:30.539454"
"BC99018"|1|"2008-02-20 03:19:27.369455"
"MA98060"|3|"2010-12-02 06:56:25.421572"
"LR01018"|2|"2009-10-07 21:57:26.851877"
"SS06027"|3|"2008-04-15 12:24:46.235585"
"RR93195"|3|"2011-12-05 04:35:07.706374"
"LL08011"|3|"2008-11-12 09:55:01.99243"
"LC09002"|3|"2008-02-04 22:38:47.80109"
"MO05005"|3|"2007-06-06 16:02:19.723298"
"OL00002"|2|"2008-09-17 04:07:31.097228"
"VL02013"|3|"2009-01-06 17:23:00.15216"
"ML06045"|3|"2006-06-07 20:25:41.009901"
"MA02084"|1|"2012-01-22 05:19:58.95212"
"LS08008"|3|"2012-09-26 17:41:30.389939"
"PC09050"|2|"2006-07-12 00:00:14.730752"
"RT06019"|2|"2009-06-27 07:00:51.684035"
"RM02077"|1|"2012-08-04 04:19:30.712781"
"CC09001"|1|"2009-09-22 08:15:03.857821"
"AD09014"|3|"2009-12-20 01:27:42.087659"
"MV07030"|1|"2013-05-28 22:20:51.980868"
"MC07113"|2|"2009-12-14 20:54:03.552316"
"ZP01001"|3|"2010-12-09 22:01:39.298938"
"FM95003"|2|"2013-08-28 21:48:04.77826"
"JM00006"|2|"2011-06-29 05:31:03.841463"
"BA08013"|2|"2011-02-16 10:03:42.745221"
"MT07022"|1|"2010-12-21 02:39:03.745689"
"LL96006"|2|"2006-06-06 15:35:09.040857"
"VV06049"|2|"2013-07-04 12:12:28.920614"
"PL12027"|1|"2007-12-15 18:03:30.942375"
"CM03129"|3|"2006-07-26 05:13:39.309001"
"LM07031"|3|"2013-03-23 23:08:46.910496"
"OL95002"|2|"2012-10-14 02:25:52.557019"
"OG03019"|3|"2011-02-27 19:13:40.467041"
"GA00042"|3|"2011-11-20 23:35:18.085896"
"MQ04005"|3|"2006-05-03 08:30:45.001449"
"HS09002"|3|"2011-05-13 13:58:59.797972"
"MO09021"|2|"2006-03-12 01:09:50.575483"
"GC09001"|3|"2007-07-26 09:34:33.192483"
"AA04050"|2|"2009-12-17 21:20:09.53895"
"ZZ15001"|2|"2013-01-27 20:18:05.041211"
"ZS08004"|2|"2007-03-14 18:14:00.685959"
"GH08022"|3|"2011-09-19 12:32:45.66157"
"MP05071"|2|"2012-03-26 07:42:39.923982"
"ML12051"|1|"2007-03-09 11:33:39.743782"
"MM10053"|1|"2012-04-04 09:57:12.279965"
"MV75018"|1|"2007-04-29 16:53:40.797172"
"CP13066"|3|"2012-10-15 19:05:09.812056"
"GC09009"|3|"2006-12-17 10:56:18.171166"
"LJ14006"|2|"2013-04-22 16:56:43.559638"
"NL08003"|1|"2006-04-27 19:06:37.544776"
"AC07054"|1|"2014-01-06 16:15:15.689907"
"RC03099"|3|"2013-06-16 21:56:58.86326"
"LM04028"|1|"2009-04-05 22:48:57.901647"
"CL11058"|3|"2012-02-01 20:34:04.685432"
"PH11015"|2|"2007-11-05 15:17:54.498943"
"AI04001"|3|"2006-04-13 07:40:14.720494"
"GC03084"|3|"2008-01-26 06:56:15.941992"
"EC14006"|1|"2012-09-27 12:28:42.279222"
"GO08007"|1|"2010-09-06 18:32:23.473637"
"SC02023"|2|"2011-03-19 22:26:47.51173"
"MG06095"|2|"2008-02-26 07:03:07.818505"
"HT07004"|3|"2013-09-06 18:52:19.736165"
"RH09058"|3|"2012-10-22 10:36:55.367351"
"HL14027"|2|"2013-06-23 04:27:41.641181"
"GG08085"|1|"2012-10-18 02:49:24.78532"
"LG03011"|2|"2010-06-18 15:42:47.02625"
"MM07032"|2|"2010-01-21 20:51:56.802859"
"CC07109"|3|"2013-07-08 08:53:59.394925"
"SS07033"|2|"2013-02-25 11:24:57.532825"
"RA06007"|3|"2007-06-29 05:04:45.982982"
"AP91038"|1|"2008-07-28 03:55:36.711306"
"GL12033"|2|"2010-12-12 21:38:31.781151"
"RA95011"|2|"2006-05-14 00:25:48.025137"
"RC00004"|1|"2011-05-25 17:04:30.648418"
"RA98040"|3|"2011-10-30 16:38:15.961502"
"MH08043"|1|"2011-04-10 17:33:25.648596"
"MP07045"|3|"2008-05-07 07:17:34.186206"
"VM06043"|3|"2009-05-18 15:46:04.57617"
"QA85009"|2|"2006-03-28 21:49:31.459679"
"GR06068"|3|"2007-01-06 15:56:17.810113"
"CC06015"|2|"2009-11-20 19:32:53.474299"
"NR08012"|2|"2007-09-01 10:14:45.097901"
"DC04024"|2|"2013-10-05 22:00:23.123404"
"SC07036"|3|"2012-11-30 01:52:50.251228"
"MA07077"|1|"2013-11-24 15:40:17.078286"
"HS84022"|3|"2009-09-15 11:22:34.311215"
"HV10026"|1|"2006-11-02 03:38:49.440299"
"RG10080"|3|"2010-06-30 02:45:10.611677"
"CO12021"|3|"2012-07-26 03:51:18.03412"
"CE03006"|2|"2013-06-21 11:38:15.012805"
"VV04082"|3|"2007-01-18 19:25:20.691745"
"CA94017"|3|"2010-02-07 18:50:06.097665"
"DG10025"|2|"2011-01-16 23:28:26.381903"
"RG13107"|2|"2009-02-06 00:09:02.155615"
"BF03008"|2|"2013-09-29 16:50:13.395316"
"AL09002"|3|"2008-03-09 03:45:21.326781"
"VH09008"|2|"2013-04-06 04:55:35.506957"
"CC10115"|2|"2009-10-12 15:35:48.389772"
"MF03048"|2|"2013-11-25 00:11:15.046925"
"HT00007"|2|"2008-04-20 02:22:36.218926"
"DM06003"|2|"2012-01-05 10:55:31.097284"
"TM08017"|3|"2013-02-11 03:29:36.015228"
"MC03130"|1|"2012-03-02 23:11:58.04182"
"LO03009"|1|"2007-01-22 01:05:35.315015"
"MM07160"|3|"2013-09-20 06:28:46.847396"
"AF05017"|1|"2012-10-10 09:51:50.432884"
"LS06021"|2|"2006-03-05 00:25:52.306997"
"CA10062"|2|"2011-12-01 01:15:05.00989"
"PS09001"|2|"2013-04-21 08:50:10.63829"
"VM06043"|2|"2006-06-19 09:28:17.270308"
"CS02042"|2|"2011-02-24 13:13:49.151115"
"VR08030"|3|"2009-04-06 06:18:09.259136"
"RB07010"|2|"2010-08-14 22:47:56.127369"
"DA94004"|1|"2006-05-02 19:01:59.930048"
"FA07004"|2|"2007-08-01 18:46:35.7757"
"ER08004"|2|"2012-07-01 00:23:25.499991"
"CM10146"|3|"2012-03-01 17:48:39.607909"
"MZ07003"|3|"2009-08-24 18:54:18.157896"
"SJ09003"|3|"2006-11-28 09:18:29.117209"
"FR05019"|1|"2013-12-08 13:10:07.547288"
"VR93050"|3|"2013-08-28 04:41:39.999804"
"MM89024"|2|"2011-08-17 01:30:00.726419"
"GA12084"|2|"2013-02-21 17:09:49.32084"
"LO04009"|1|"2010-02-10 04:55:21.660978"
"HA02019"|1|"2011-10-03 04:17:46.722568"
"MM04013"|3|"2010-09-18 16:54:39.578731"
"MS05056"|2|"2011-06-03 03:52:19.854323"
"GD01012"|3|"2007-12-01 19:16:36.756519"
"RC97069"|1|"2008-12-15 17:48:39.838408"
"QA06007"|1|"2009-07-30 14:31:53.492762"
"BC12030"|2|"2012-09-29 09:24:33.415317"
"RP07035"|1|"2010-02-20 07:26:08.923013"
"RL02028"|1|"2011-09-05 19:57:21.279443"
"RB07008"|1|"2012-12-21 07:29:42.051361"
"GD09013"|2|"2012-01-05 15:42:51.489673"
"BV89005"|2|"2011-04-19 22:27:42.924753"
"PV00005"|1|"2012-11-26 05:45:09.381391"
"MD03037"|3|"2007-09-27 11:55:40.049938"
"AH07007"|1|"2009-05-01 21:38:12.780831"
"VR03015"|2|"2011-04-11 04:13:03.400478"
"CP13066"|2|"2011-01-19 11:01:37.440859"
"CV03007"|1|"2007-11-17 22:31:49.576359"
"LS07002"|1|"2008-08-26 23:10:18.805099"
"ZM06012"|1|"2010-01-18 01:14:50.144431"
"GL08016"|3|"2013-07-12 23:52:38.121205"
"CS88006"|3|"2007-01-22 11:14:10.038526"
"RR05153"|2|"2012-10-30 23:03:04.319288"
"SR05053"|3|"2010-03-11 05:06:59.734289"
"VR13034"|2|"2011-05-10 20:31:33.417404"
"PG06004"|2|"2007-03-04 14:17:52.321603"
"EM07022"|2|"2011-03-20 09:26:43.541722"
"EU08001"|3|"2013-06-22 03:48:39.803663"
"GL06014"|2|"2007-04-10 06:15:51.871163"
"BA03024"|1|"2009-06-22 16:46:54.926728"
"RG03071"|1|"2008-02-21 22:12:42.917175"
"GA08017"|1|"2011-11-04 19:46:47.217295"
"VV00033"|3|"2013-04-07 00:06:32.195918"
"BL86009"|2|"2010-02-27 21:27:17.961521"
"HH99031"|1|"2009-06-14 11:57:13.100989"
"PG11002"|1|"2006-02-11 20:44:26.769345"
"SH09008"|3|"2013-01-21 23:35:39.528685"
"RP11081"|2|"2007-11-19 15:01:45.954897"
"CG06084"|3|"2008-06-09 07:36:18.502543"
"HV12021"|2|"2007-02-24 00:35:49.586661"
"EG99002"|3|"2007-01-27 23:37:55.343522"
"EA00004"|2|"2010-09-10 13:47:22.443209"
"VG07005"|1|"2007-05-08 20:27:28.420617"
"FP02016"|3|"2010-03-06 10:42:19.936592"
"MV06005"|2|"2011-11-11 12:58:41.343658"
"PC09050"|2|"2012-07-03 15:26:58.037308"
"VA06003"|2|"2008-08-26 21:49:36.501038"
"SH98021"|2|"2007-02-13 19:37:26.731329"
"RM10033"|1|"2007-05-26 14:19:44.416791"
"FS04018"|2|"2010-06-17 02:52:00.788488"
"GA07015"|2|"2007-03-30 18:20:33.783401"
"LC09016"|1|"2010-12-19 18:30:08.262374"
"AC04099"|3|"2008-01-11 22:52:59.413074"
"HA03024"|1|"2012-11-14 11:50:08.979062"
"GR05072"|2|"2013-10-29 10:15:04.838819"
"VM06041"|3|"2007-01-26 05:25:59.928893"
"GR04087"|1|"2008-02-18 03:08:50.017732"
"MC95082"|3|"2012-08-27 18:10:52.954847"
"US08003"|3|"2011-08-31 17:00:35.804959"
"MH99034"|3|"2006-05-10 22:14:53.029187"
"AC10112"|3|"2013-01-05 04:54:40.065753"
"MG05064"|3|"2009-11-10 00:47:23.005877"
"SF98004"|2|"2012-05-17 13:07:00.379317"
"AR08018"|2|"2012-03-14 01:34:46.476124"
"CZ07001"|1|"2010-01-24 14:58:04.823222"
"RE08006"|3|"2012-03-23 08:20:10.89638"
"ER08004"|1|"2008-06-02 10:38:45.089263"
"AG02032"|2|"2011-02-18 06:15:02.220849"
"AA10107"|3|"2010-01-17 09:24:28.051781"
"ML04049"|1|"2007-02-21 10:51:29.622537"
"CS06044"|3|"2006-05-20 15:54:13.033113"
"AM14133"|2|"2008-01-31 23:24:42.083925"
"EA00004"|3|"2007-10-31 06:49:40.400028"
"MO07021"|3|"2006-08-20 10:47:31.375944"
"OS06002"|1|"2007-03-01 18:52:23.528098"
"AA09026"|1|"2007-04-18 03:33:13.506307"
"DH04013"|1|"2006-11-09 02:46:01.090743"
"LG04011"|2|"2007-03-19 13:10:52.860165"
"CA01020"|3|"2013-06-08 16:58:40.675029"
"GR14065"|1|"2007-08-15 15:37:11.922253"
"MP08010"|2|"2008-08-27 06:31:18.985654"
"CL07036"|1|"2006-07-18 11:05:03.091737"
"MC04147"|3|"2009-05-18 15:18:56.534904"
"MS12030"|2|"2011-05-25 12:44:54.494212"
"BA03024"|3|"2011-08-13 23:33:23.327972"
"OS04002"|1|"2008-02-18 04:31:56.172323"
"CS10013"|3|"2006-06-11 17:48:44.502937"
"RA98039"|3|"2013-01-21 17:33:05.533041"
"GV06027"|1|"2007-03-27 07:34:29.080382"
"GR13065"|1|"2008-03-13 12:59:43.210568"
"AL98019"|1|"2013-12-24 10:03:02.254392"
"ZL08001"|1|"2009-07-29 06:50:41.779062"
"ZA14011"|1|"2011-05-01 22:37:30.398151"
"ZZ08004"|3|"2011-06-05 01:56:28.739126"
"BA08027"|1|"2007-03-21 07:26:25.10487"
"MV04001"|2|"2006-05-15 10:27:28.466228"
"CC02107"|3|"2012-12-15 06:47:36.288594"
"SC04012"|1|"2013-01-13 23:38:26.999121"
"SR05053"|3|"2009-07-26 02:42:15.647123"
"HC96016"|3|"2007-02-27 02:07:57.671422"
"DV06013"|1|"2013-02-11 23:21:36.085956"
"AS03002"|1|"2007-10-26 14:01:38.083287"
"SM10018"|2|"2013-12-16 15:58:34.02701"
"HM10058"|2|"2008-05-18 07:34:04.110669"
"CA83014"|1|"2012-11-26 19:55:02.871671"
"PL06004"|2|"2006-11-07 10:35:54.524779"
"MR06011"|2|"2011-03-31 15:08:48.789964"
"VM05039"|3|"2013-08-27 18:49:45.552907"
"UA08004"|3|"2013-03-01 17:08:20.335629"
"PR08015"|1|"2006-07-16 13:22:38.818791"
"AG07042"|2|"2007-12-12 03:49:11.977343"
"FC03018"|2|"2013-07-28 01:17:16.737265"
"MA10023"|3|"2011-04-19 16:01:07.963817"
"DF03002"|2|"2008-06-10 14:29:02.865819"
"VB08008"|2|"2011-04-24 17:24:08.390555"
"RM02046"|3|"2012-12-27 15:06:10.293227"
"GS08008"|3|"2009-07-05 13:33:26.079818"
"GB77011"|3|"2009-07-26 01:58:02.612254"
"HC06020"|3|"2011-04-01 14:26:38.100753"
"SZ06008"|2|"2013-01-14 05:11:35.897211"
"HM07011"|2|"2007-07-19 22:41:01.795844"
"VG01019"|1|"2006-10-14 06:01:35.57624"
"MF13037"|2|"2013-07-02 19:41:23.89679"
"BM12044"|2|"2008-12-16 11:28:14.275873"
"OC04008"|2|"2011-12-15 19:09:17.2975"
"RB06016"|1|"2007-12-12 07:35:32.615433"
"LJ09001"|3|"2010-10-10 03:07:24.029832"
"MA98069"|2|"2008-10-20 00:32:51.892402"
"RZ05004"|2|"2007-03-17 10:17:25.972279"
"CC03081"|3|"2009-03-03 18:22:35.043766"
"MA06089"|2|"2007-12-28 17:21:21.89879"
"HA04003"|1|"2008-12-21 11:48:01.406288"
"GR06006"|3|"2007-01-22 23:32:04.139318"
"MA12095"|1|"2012-02-19 15:38:25.686039"
"PR10071"|2|"2011-07-14 02:19:13.609638"
"TG10006"|1|"2007-08-19 05:54:20.977652"
"HV08016"|1|"2009-03-31 04:45:00.346917"
"MM07242"|1|"2006-09-06 19:30:26.037855"
"GF07024"|1|"2009-02-21 04:37:59.222651"
"MC05048"|1|"2010-06-18 05:48:43.488729"
"MC07125"|2|"2010-02-21 01:17:30.89892"
"QA85009"|1|"2007-12-15 03:38:18.472117"
"MP02045"|1|"2006-03-29 03:37:16.112303"
"MM13161"|3|"2007-03-26 14:27:37.710663"
"GH97008"|3|"2013-06-03 13:24:49.148726"
"MA09056"|3|"2007-12-19 09:35:32.046878"
"RP04034"|3|"2006-06-20 16:55:52.503391"
"CE08019"|1|"2006-08-12 16:03:15.323466"
"HP05030"|2|"2012-01-12 14:48:06.700845"
"MT09020"|1|"2013-10-06 19:43:44.512429"
"MS04018"|1|"2013-12-05 00:15:53.869406"
"MS83044"|1|"2009-07-04 08:35:41.739188"
"RM98071"|2|"2006-06-25 21:29:26.353049"
"LA90024"|2|"2006-08-30 23:22:51.697284"
"LR10030"|2|"2007-12-19 22:52:04.394282"
"PA06031"|3|"2013-12-27 15:12:52.974761"
"LS06021"|3|"2010-04-14 07:35:42.7198"
"RC10082"|3|"2009-12-22 06:06:36.876047"
"RR01119"|3|"2009-05-20 18:34:10.260347"
"GG01014"|3|"2006-04-01 17:02:21.221487"
"MB08009"|3|"2013-01-25 06:40:45.500177"
"PH10025"|1|"2011-11-25 05:47:53.686331"
"CD10035"|3|"2009-01-24 08:27:11.851277"
"AA06139"|1|"2006-07-19 23:46:49.304299"
"LE09005"|3|"2011-12-24 18:14:35.535783"
"AR12109"|1|"2007-12-28 23:36:33.101137"
"CG04024"|3|"2010-08-22 23:51:47.186261"
"RD06034"|3|"2006-04-23 14:01:24.753393"
"CL03014"|3|"2006-04-16 00:34:10.122187"
"NR13004"|1|"2013-03-11 16:51:17.123379"
"RG95009"|1|"2013-06-14 17:56:31.540469"
"SA09001"|2|"2009-09-18 05:46:20.827829"
"CL11037"|1|"2006-06-20 20:15:31.574335"
"SA03050"|2|"2011-04-03 10:20:30.794343"
"CR02011"|2|"2007-06-13 02:03:59.473645"
"GR04057"|3|"2011-02-18 08:29:13.516308"
"RM02077"|2|"2007-06-22 22:33:36.028088"
"MG07099"|3|"2008-03-16 23:43:06.257454"
"MR07099"|3|"2010-10-07 20:11:51.1669"
"PC10033"|1|"2007-05-01 20:17:38.499345"
"HR07009"|3|"2008-03-07 05:24:28.6511"
"EL02003"|3|"2011-11-01 10:07:10.383671"
"GC10118"|3|"2006-04-23 08:20:30.449636"
"GC08064"|1|"2006-03-23 00:09:49.582888"
"PR08014"|2|"2011-10-07 13:17:36.717513"
"FA10038"|2|"2010-12-02 13:33:04.36731"
"MU12005"|1|"2008-08-30 12:18:18.334969"
"SD08014"|3|"2009-12-09 09:18:23.92645"
"BB06003"|1|"2012-06-18 04:09:50.768851"
"IS08001"|3|"2006-08-24 11:36:41.797502"
"TA08011"|3|"2007-04-28 01:46:52.564641"
"VT06004"|2|"2009-10-12 12:33:05.292488"
"MM10175"|3|"2009-07-13 17:31:07.005038"
"NR06003"|3|"2011-12-30 10:30:27.633851"
"MH13045"|3|"2011-07-06 07:56:17.803455"
"BC06007"|1|"2010-03-10 11:31:43.478068"
"CC07109"|3|"2011-10-22 02:59:59.896574"
"NJ97001"|3|"2007-10-07 19:24:46.980247"
"HD06013"|1|"2008-08-08 17:50:32.966399"
"MA07080"|3|"2010-07-11 03:20:25.803403"
"MG06015"|3|"2011-07-10 18:13:08.118132"
"CC01003"|3|"2012-07-05 02:15:55.074977"
"OR93024"|2|"2009-07-07 15:21:46.043519"
"SU10010"|1|"2013-11-17 17:42:25.847587"
"ML06022"|1|"2012-01-17 07:04:29.909439"
"ZL09006"|2|"2006-11-06 01:07:45.29685"
"MH12055"|3|"2010-05-20 04:57:34.575931"
"II05004"|2|"2009-01-05 09:28:52.957586"
"AR09100"|2|"2009-12-04 05:03:01.255696"
"BP00002"|1|"2010-12-24 04:20:39.501193"
"AB12022"|2|"2006-08-05 16:48:33.144404"
"EM88002"|1|"2008-02-11 20:17:50.250264"
"GP99028"|3|"2010-12-18 09:35:06.23347"
"FF83010"|1|"2009-03-05 23:09:18.283518"
"RT11020"|2|"2012-12-16 18:33:48.63625"
"CC08148"|2|"2011-07-10 07:50:37.468411"
"GG00070"|1|"2011-11-28 10:12:49.434951"
"PS10030"|1|"2012-01-06 13:15:39.608365"
"BA08040"|3|"2008-11-08 00:43:03.842031"
"LV06004"|1|"2010-08-24 03:06:21.854098"
"LA08020"|3|"2008-03-02 04:02:25.741146"
"AR04048"|3|"2010-10-15 16:50:52.482115"
"PE08005"|1|"2007-11-01 09:21:22.74392"
"PB12012"|3|"2006-02-28 23:52:00.748274"
"PG13043"|2|"2010-03-08 02:39:41.213048"
"HR03047"|2|"2007-09-11 23:34:11.425582"
"CC06013"|1|"2007-04-19 23:47:50.132132"
"TM11007"|3|"2009-12-16 15:21:54.963836"
"AA97012"|1|"2008-02-09 01:39:12.282071"
"ZA07003"|1|"2010-06-25 17:06:59.359668"
"CP96004"|3|"2013-12-02 23:00:36.301902"
"MA10104"|3|"2007-03-08 15:54:48.156703"
"SM84007"|2|"2011-12-12 12:32:53.31526"
"RR93195"|3|"2006-05-26 09:33:30.145655"
"FS09008"|3|"2010-01-26 09:32:55.36927"
"MF05032"|1|"2008-09-08 14:17:29.485275"
"LJ05002"|2|"2009-04-14 14:29:06.680931"
"PU05004"|2|"2012-04-07 16:50:16.773102"
"HR04052"|3|"2007-08-03 16:58:15.774829"
"PO92011"|3|"2013-08-16 22:16:50.627566"
"HA03024"|1|"2011-06-21 16:17:12.805241"
"RP03045"|1|"2006-06-16 15:09:16.46334"
"MZ07008"|2|"2009-01-09 14:37:45.624739"
"FC14042"|2|"2007-02-22 10:54:53.030545"
"SC06026"|1|"2009-09-25 22:43:20.389054"
"RA07071"|2|"2008-08-21 00:46:31.273393"
"PA04047"|2|"2006-03-27 03:04:00.614772"
"GI12004"|3|"2006-07-09 19:43:23.999814"
"VJ09002"|1|"2008-04-04 18:23:18.962093"
"PM04096"|1|"2009-02-15 13:33:12.152247"
"RP08016"|1|"2009-09-13 18:07:08.403999"
"SR00001"|2|"2007-11-23 01:55:56.094886"
"RD05012"|2|"2006-07-05 13:05:46.754466"
"GC02046"|3|"2010-01-04 12:20:12.428192"
"SS10053"|3|"2010-06-20 04:13:02.920262"
"CF09025"|1|"2007-08-05 08:02:23.288363"
"CB07034"|3|"2012-12-19 16:43:27.559701"
"AM07104"|3|"2008-04-15 07:46:10.288494"
"SB05013"|2|"2008-01-09 01:03:24.24211"
"EU03003"|1|"2011-11-28 08:20:21.579926"
"FG95007"|2|"2006-03-29 00:57:59.891951"
"BP05008"|2|"2013-04-05 16:58:08.352792"
"CS13044"|2|"2007-10-30 03:46:55.496333"
"FP09011"|3|"2008-03-17 08:39:04.582442"
"HM11018"|2|"2007-12-29 19:02:25.81022"
"GM08078"|3|"2008-06-07 00:17:52.851037"
"GV12027"|1|"2011-01-12 11:51:57.488482"
"RG08014"|1|"2013-06-28 02:49:58.104177"
"AM08059"|3|"2012-02-19 19:26:40.771985"
"QQ06003"|3|"2011-12-30 09:57:24.183374"
"HP06029"|2|"2011-04-04 00:50:46.896992"
"ZZ08004"|2|"2006-07-11 16:06:27.851044"
"MM10189"|1|"2008-06-21 19:48:06.774112"
"YV10001"|2|"2007-11-23 08:41:26.397307"
"MS08014"|2|"2012-03-27 03:41:48.032038"
"BG98014"|2|"2012-06-09 19:04:27.541726"
"GV06027"|3|"2008-07-15 03:18:38.687378"
"HR07009"|2|"2012-07-25 09:05:35.055709"
"ZA01002"|1|"2009-11-28 01:44:14.720178"
"MV06006"|1|"2012-06-10 01:11:06.71584"
"FH12012"|2|"2006-10-02 11:28:30.316744"
"RS09051"|2|"2013-11-10 15:29:56.94082"
"BS03006"|2|"2013-08-15 20:05:56.198742"
"LG03011"|1|"2010-01-08 21:17:46.889697"
"CJ12009"|3|"2008-02-18 17:18:20.899581"
"DV03015"|2|"2006-04-10 03:14:28.717903"
"GC89028"|3|"2008-08-13 03:22:09.098018"
"CC08090"|1|"2011-06-09 08:25:14.979217"
"LM95004"|3|"2011-07-09 19:26:53.581229"
"SC94006"|3|"2011-07-03 20:22:55.73314"
"CG04038"|2|"2012-05-22 18:51:37.499507"
"MR05184"|1|"2013-03-13 09:11:06.705704"
"DG01011"|1|"2006-06-20 12:39:49.899281"
"EL08006"|2|"2013-06-16 02:13:01.066665"
"MH06008"|2|"2008-04-25 20:30:22.66937"
"CF09032"|3|"2009-02-18 11:23:56.67135"
"MA97028"|1|"2013-07-13 21:14:26.026875"
"RM06052"|3|"2010-06-19 12:50:03.043076"
"LL09006"|3|"2008-04-07 01:51:47.661264"
"PR10071"|1|"2006-05-02 01:52:20.929946"
"LL02053"|1|"2012-06-26 18:49:33.647909"
"CH07043"|1|"2006-10-07 11:38:49.893559"
"GM11003"|3|"2009-11-16 09:02:55.14454"
"AM05092"|2|"2009-06-04 22:54:40.687687"
"DP00003"|3|"2006-04-30 19:36:35.824246"
"MM93296"|1|"2006-10-24 06:25:59.759893"
"FA04025"|3|"2008-11-24 12:56:13.373066"
"RV08022"|3|"2009-04-25 19:12:34.971124"
"PL11025"|1|"2010-03-22 06:33:37.872485"
"ZA00006"|3|"2013-01-03 13:26:57.709622"
"AC07006"|3|"2010-03-05 12:51:15.367601"
